# 节点数  边数   ,0  24553
2612,4497
2612,1164
2612,4053
2612,5016
974,5663
974,1118
974,2196
974,3470
974,1230
974,3382
974,2706
974,5053
974,1609
974,5090
974,5646
974,2455
974,5210
974,56
3933,1222
3933,1512
3933,3622
3933,2115
3933,4922
3933,1602
3933,3967
3933,1528
3933,3382
3933,4801
3933,80
3933,1616
3933,3908
3933,5779
3933,3742
3933,3385
5424,1354
5424,2742
5424,168
5424,3441
5424,4941
5424,4053
5424,5322
5424,3468
5424,1762
5424,5811
5424,5167
3647,3382
4018,2612
4948,4405
1733,343
1733,660
1733,3863
1733,5425
1733,2455
4080,5103
4080,4627
3162,2285
3162,4429
4830,2612
4830,5713
4830,4247
4830,2363
4830,1504
4830,1321
4830,2093
4830,1222
4830,219
4830,4946
4830,2310
4830,1109
4830,3707
4830,630
4830,5125
4830,4346
4830,1240
4830,5028
4830,651
4830,1887
4830,3891
4830,4483
4830,5220
4830,2339
4830,1512
4830,2165
4830,3
4830,140
4830,5079
4830,678
4830,1671
4830,2693
4830,735
4830,4172
4830,1975
4830,3047
4830,4992
4830,3771
4830,3602
4830,4698
4830,3853
4830,3788
4830,5797
4830,5259
4830,4180
4830,111
4830,5770
4830,2561
4830,705
4830,3811
4830,2729
4830,506
4830,3039
4830,5598
4830,282
4830,2341
4830,610
4830,2508
4830,616
4830,4541
4830,2134
4830,2141
4830,1003
4830,2556
4830,4652
4830,4784
4830,1795
4830,5346
4830,4904
4830,5235
4830,2541
4830,5801
4830,5569
4830,1618
4830,3722
4830,4356
4830,4837
4830,800
4830,4392
4830,3487
4830,1772
4830,1716
4830,3338
4830,3654
4830,1533
4830,4607
4830,4552
4830,1229
4830,90
4830,4790
4830,2571
4830,713
4830,3699
4830,3428
4830,5643
4830,5588
4830,2881
4830,4281
4830,4688
4830,1355
4830,4979
4830,3694
4830,4616
4830,4697
4830,1586
4830,1208
4830,118
4830,4119
4830,3065
4830,2427
4830,2278
4830,3264
4830,1675
4830,2919
4830,2850
4830,4475
4830,3733
4830,3512
4830,5515
4830,1958
4830,1751
4830,4282
4830,3582
4830,2025
4830,3848
4830,4249
4830,2658
4830,5101
4830,77
4830,4574
4830,4425
4830,2441
4830,2656
4830,3911
4830,4922
4830,681
4830,1266
4830,5701
4830,1681
4830,3080
4830,773
4830,5406
4830,4554
4830,3174
4830,2651
4830,5516
4830,5466
4830,4326
4830,3589
4830,2769
4830,3023
4830,725
4830,1620
4830,1218
4830,1159
4830,3118
4830,2255
4830,3922
4830,3983
4830,2401
4830,4137
4830,3376
4830,4505
4830,3148
4830,4240
4830,5788
4830,1301
4830,3390
4830,849
4830,2691
4830,2524
4830,1780
4830,5760
4830,1459
4830,2502
4830,5538
4830,4991
4830,3117
4830,132
4830,3754
4830,5769
4830,4378
4830,5140
4830,2285
4830,4192
4830,5691
4830,4440
4830,2964
4830,3170
4830,2263
4830,2392
4830,5634
4830,4058
4830,3459
4830,1724
4830,3172
4830,4429
4830,2730
4830,5522
4830,3394
4830,5084
4830,4187
4830,2732
4830,3906
4830,5758
4830,2722
4830,5752
4830,3087
4830,4079
4830,4160
4830,4626
4830,3362
4830,5499
4830,598
4830,2299
4830,2615
4830,3875
4830,52
4830,3677
4830,3690
4830,2382
4830,4800
4830,262
1161,5247
1161,5774
1161,2237
1161,73
1161,2434
1161,129
5674,3162
5674,5062
5674,2693
5674,1975
5674,5442
5674,4591
5674,2753
5674,2971
5674,2427
5674,5206
5674,4254
5674,3373
5674,4289
5674,5097
5674,3148
5674,4627
5674,5266
5674,2716
5674,3139
5674,819
5674,5715
5674,3742
2484,681
2260,81
2491,950
4247,2685
4247,4405
4327,3673
4327,5349
2948,3896
2948,1024
2948,922
102,1948
102,4898
102,2250
1971,1605
4880,3162
4880,3826
4880,1983
4880,3892
4880,2651
4880,3711
4880,183
4880,5520
4880,3635
5051,56
5780,1715
55,74
4343,1935
4343,4391
5590,233
3461,2274
3461,2062
3461,3622
3461,3998
3461,2729
3461,459
3461,1601
3461,4552
3461,4431
3461,5177
3461,5037
3461,1958
3461,4716
3461,127
3461,1142
3461,4385
3461,3374
3461,3316
3461,1959
3461,3444
3461,1446
3461,348
3461,4755
3461,134
3461,4019
4293,181
1553,4112
1553,3684
1553,2187
1553,5761
1553,3382
1553,4505
1553,3135
1553,2455
1143,2455
5056,3294
5056,1934
5056,3378
5056,2427
5056,4501
5056,5571
5056,5646
5056,4082
5056,2784
5570,5633
4426,4322
3071,3110
3071,1232
3071,2435
3071,4678
3071,4098
5062,5674
5062,4693
5062,4443
5062,3426
4373,2988
4434,912
4434,1240
4434,4525
4434,3622
4434,24
4434,3901
4434,2830
4434,5148
4434,3752
4434,201
4434,1389
4434,3251
4434,2111
4434,1799
4434,4777
4434,4005
4434,2303
4434,2540
4434,4431
4434,2963
4434,462
4434,5777
4434,5775
4434,3267
4434,1676
4434,4623
4434,2377
4434,4884
4434,728
4434,5324
2039,1747
2039,4338
2039,4344
2039,994
2713,966
1222,4518
1222,3095
1222,3112
1222,4369
1222,2768
1222,3862
1222,3105
1222,966
1222,2823
1222,4412
1222,3093
1222,3385
64,5674
64,3461
64,1745
64,3664
64,2873
64,5618
64,3729
64,230
64,3487
64,2761
64,5037
64,4382
64,5400
64,5397
64,1620
64,1159
64,660
64,5410
64,1609
64,5538
64,5373
64,4843
181,3307
181,3677
181,82
3317,100
5234,3060
5234,5313
5234,5416
5234,4720
5234,4441
5234,5774
5234,3450
5234,2525
5234,670
5234,1762
5234,4808
5234,1194
3060,5234
1721,4247
1721,2093
1721,3071
1721,5495
1721,3294
1721,219
1721,1985
1721,5759
1721,2575
1721,1745
1721,5663
1721,4269
1721,1867
1721,1087
1721,1774
1721,3828
1721,2258
1721,2062
1721,5313
1721,4411
1721,3767
1721,89
1721,733
1721,3026
1721,4481
1721,609
1721,140
1721,1086
1721,5762
1721,4942
