# 节点数  边数   ,0  24553
2470,4237
2470,1098
2470,3817
2470,4726
918,5317
918,1052
918,2076
918,3274
918,1160
918,3191
918,2554
918,4761
918,1520
918,4797
918,5300
918,2322
918,4904
918,53
3704,1154
3704,1430
3704,3414
3704,2003
3704,4636
3704,3191
3704,4524
3704,75
3704,1527
3704,3680
3704,5418
3704,3526
3704,3193
5101,1279
5101,2588
5101,156
5101,3247
5101,4654
5101,3817
5101,5003
5101,3273
5101,1667
5101,5447
3438,3191
3783,2470
4661,4152
1640,322
1640,620
1640,3637
1640,5102
1640,2322
3844,4810
3844,4361
2983,2160
4550,2470
4550,5364
4550,4004
4550,2233
4550,1422
4550,1247
4550,1983
4550,1154
4550,206
4550,4659
4550,2181
4550,1044
4550,3495
4550,594
4550,4829
4550,4096
4550,1170
4550,4738
4550,613
4550,1785
4550,3663
4550,4223
4550,4914
4550,2210
4550,1430
4550,2048
4550,3
4550,131
4550,4787
4550,638
4550,1578
4550,2541
4550,690
4550,3933
4550,1869
4550,2874
4550,4704
4550,3399
4550,4428
4550,3628
4550,3941
4550,102
4550,5411
4550,2421
4550,663
4550,3589
4550,2576
4550,475
4550,2866
4550,5256
4550,266
4550,2212
4550,576
4550,2371
4550,581
4550,4278
4550,2026
4550,946
4550,2416
4550,4383
4550,4508
4550,1699
4550,5025
4550,4620
4550,4929
4550,5437
4550,1529
4550,3509
4550,4105
4550,4557
4550,752
4550,4139
4550,3290
4550,1677
4550,1623
4550,3149
4550,3445
4550,1448
4550,4342
4550,4288
4550,1159
4550,84
4550,4513
4550,2430
4550,671
4550,3487
4550,3234
4550,5297
4550,5246
4550,2716
4550,4037
4550,1280
4550,4691
4550,3482
4550,4350
4550,4427
4550,1499
4550,1141
4550,109
4550,3881
4550,2890
4550,2295
4550,2153
4550,3078
4550,1582
4550,3518
4550,3313
4550,1854
4550,1657
4550,3379
4550,1916
4550,3623
4550,4006
4550,2507
4550,4808
4550,72
4550,4310
4550,4171
4550,2308
4550,2505
4550,3683
4550,4636
4550,641
4550,1195
4550,5353
4550,1588
4550,2905
4550,5085
4550,4290
4550,2995
4550,2501
4550,5140
4550,4077
4550,3386
4550,2614
4550,2850
4550,683
4550,1531
4550,1150
4550,1093
4550,2941
4550,3693
4550,3750
4550,2270
4550,3899
4550,3185
4550,4245
4550,2969
4550,5426
4550,1228
4550,3197
4550,799
4550,2539
4550,5403
4550,1379
4550,2365
4550,5203
4550,4703
4550,2940
4550,123
4550,3537
4550,5410
4550,4126
4550,4842
4550,2160
4550,3953
4550,5344
4550,4182
4550,2795
4550,2991
4550,2138
4550,2262
4550,5288
4550,3822
4550,3264
4550,1631
4550,2993
4550,2577
4550,5190
4550,3201
4550,4791
4550,3948
4550,3678
4550,5402
4550,2570
4550,5397
4550,2912
4550,3843
4550,3921
4550,4360
4550,3172
4550,5173
4550,564
4550,2173
4550,2473
4550,3648
4550,49
4550,3478
4550,2252
4550,4523
4550,246
1095,4940
1095,5415
1095,2115
1095,69
1095,2301
1095,120
5328,2983
5328,4770
5328,2541
5328,1869
5328,5117
5328,4326
5328,2598
5328,2801
5328,2295
5328,4900
5328,4011
5328,3182
5328,4043
5328,4804
5328,2969
5328,4361
5328,4953
5328,2564
5328,2960
5328,770
5328,5366
5328,3526
2350,641
2135,76
2357,896
4004,4152
4078,3463
4078,5028
2781,3668
2781,962
2781,870
95,1845
95,4614
95,2126
1865,1516
4597,2983
4597,3603
4597,1877
4597,3664
4597,2501
4597,3499
4597,170
4597,5189
4597,3427
4759,53
5419,1622
52,70
4093,1832
4093,4138
5248,219
3266,2149
3266,1952
3266,3414
3266,3765
3266,2576
3266,431
3266,1513
3266,4288
3266,4874
3266,4745
3266,1854
3266,4444
3266,118
3266,1076
3266,4132
3266,3183
3266,3129
3266,1855
3266,3250
3266,1366
3266,327
3266,4480
3266,125
3266,3784
4046,168
1467,3874
1467,3472
1467,2067
1467,5404
1467,3191
1467,4245
1467,2956
1467,2322
1077,2322
4764,3108
4764,1831
4764,3187
4764,2295
4764,4241
4764,5230
4764,5300
4764,3846
4764,2628
5229,5287
2896,2933
2896,1162
2896,2302
2896,4409
2896,3862
4770,5328
4770,4423
4770,4185
4770,3232
4122,2817
4177,860
4177,1170
4177,3414
4177,3673
4177,2670
4177,4849
4177,3535
4177,188
4177,1312
4177,3066
4177,1999
4177,1703
4177,4501
4177,3771
4177,2401
4177,2794
4177,434
4177,5416
4177,3081
4177,1583
4177,4357
4177,2247
4177,4601
4177,5005
1930,1653
1930,4088
1930,4094
1930,937
2561,911
1154,4257
1154,2935
1154,4118
1154,2613
1154,3636
1154,2928
1154,911
1154,2664
1154,4159
1154,3193
61,5328
61,3266
61,1651
61,3455
61,2709
61,5274
61,3515
61,3290
61,2606
61,4745
61,4130
61,5079
61,5076
61,1531
61,1093
61,620
61,1520
61,5203
61,5052
61,4563
168,3121
168,77
3130,93
4928,2885
4928,4996
4928,4447
4928,4183
4928,5415
4928,3256
4928,2387
4928,630
4928,1667
4928,4530
4928,1128
2885,4928
1628,4004
1628,1983
1628,2896
1628,5169
1628,3108
1628,206
1628,1879
1628,2434
1628,1651
1628,5317
1628,4026
1628,1765
1628,1023
1628,1679
1628,3605
1628,2133
1628,1952
1628,4996
1628,4158
1628,3548
1628,83
1628,688
1628,2853
1628,575
1628,131
1628,1022
1628,5405
1628,4655
1628,2717
1628,5251
1628,2874
1628,1303
1628,2778
1628,3673
1628,4990
1628,5351
1628,1071
1628,2463
1628,1139
1628,3077
1628,764
1628,3781
1628,4924
1628,2611
1628,74
1628,4883
1628,3115
1628,4825
1628,3560
1628,439
1628,152
1628,4404
1628,1653
1628,4326
1628,2003
1628,1702
1628,4254
1628,3976
1628,2610
1628,3218
1628,842
1628,3509
1628,4045
1628,4565
1628,4557
1628,2986
1628,2158
1628,2223
1628,3290
1628,2359
1628,2489
1628,1877
1628,4613
1628,4536
1628,3814
1628,4288
1628,2256
1628,112
1628,1817
1628,1177
1628,5233
1628,4142
1628,2733
1628,1619
1628,4194
1628,3818
1628,4537
1628,1254
1628,3951
1628,1604
1628,3826
1628,4286
1628,4350
1628,707
1628,2948
1628,3934
1628,3442
1628,1908
1628,5260
1628,5017
1628,5337
1628,2400
1628,4391
1628,2295
1628,2067
1628,1344
1628,4543
1628,4555
1628,4548
1628,4476
1628,3623
1628,3504
1628,2383
1628,72
1628,3081
1628,2557
1628,3073
1628,3869
1628,2605
1628,1487
1628,4580
1628,3995
1628,4444
1628,2905
1628,4571
1628,1716
1628,4179
1628,4130
1628,118
1628,2995
1628,2821
1628,3463
1628,1484
1628,3182
1628,3510
1628,1654
1628,2901
1628,4793
1628,3733
1628,3505
1628,5160
1628,4601
1628,1127
1628,1162
1628,4112
1628,2369
1628,765
1628,2423
1628,2527
1628,2387
1628,4421
1628,3005
1628,5145
