dataset,GoodReadsDatasets_SWTest/GoodReads_3990_309t
ALPHA,0.1
G_Size,5
Iteration Count,46
worker_id,worker_ability
0,0.6140766265336867
1,0.9671491635548357
2,0.7724832191252359
3,0.7002159768571478
4,0.7075410521371761
5,0.477130667939995
6,0.42493391873113273
7,0.4067234872514517
8,0.6099351534992401
9,0.48203624645324356
10,0.6366600794931647
11,0.400657109522622
12,0.406463899526687
13,0.2789490532098397
14,0.5952982865130751
15,0.48285025205811377
16,0.4225714976593237
17,0.6386033868739839
18,0.4183370777379941
19,0.46816658285931934
20,0.589247087748809
21,0.28829712860405193
22,0.5557561341984143
23,0.4208104030905144
24,0.8002124184610083
25,0.45075742141048036
26,0.7705352878901893
27,0.6039144135889883
28,0.410026610962746
29,0.6156114370194511
30,0.5116587189336504
31,0.6334925041562823
32,0.6189153033957094
33,0.3349550624656861
34,0.5185920285233372
35,0.7862283790365102
36,0.8059181683513621
37,0.6013992522487261
38,0.2961556776582435
39,0.3793385587737456
40,0.567311646697121
41,0.2919399853295757
42,0.38207547616140475
43,0.7231176559963245
44,0.5919559043008226
45,0.9730744689665541
46,0.45321822908180676
47,0.6797052870957033
48,0.47365650477614013
49,0.6827412214030434
50,0.39111838559581863
51,0.4146723166052342
52,0.3750359329029487
53,0.5843658787332957
54,0.2117973534498193
55,0.5697330787974716
56,0.3569283516692627
57,0.48427274872209525
58,0.31714096255666036
59,0.5088561314095812
60,0.674869597056356
61,0.3818736212411721
62,0.19442604355160348
63,0.6056158695884075
64,0.5563222457662442
65,0.30075600119202295
66,0.28364873077283276
67,0.33342817526792623
68,0.48978603149253064
69,0.5628166068309737
70,0.4225750303102692
71,0.3634161862545835
72,0.3788523188492514
73,0.3297129642131432
74,0.3370189928247163
75,0.5387662851277845
76,0.4249882383924629
77,0.32738627178837687
78,0.4566681059434033
79,0.3882116463286563
80,0.4121567787280835
81,0.6225304358129659
82,0.2323729208383045
83,0.5428581795578622
84,0.5172882795397362
85,0.41699621585304986
86,0.44841822959977673
87,0.23887877695367837
88,0.3493516458494195
89,0.2874760788488327
90,0.5239539377208662
91,0.367705248777017
92,0.6212161086331718
93,0.3885442027769078
94,0.46559123617158427
95,0.48722377108198894
96,0.28453914767925065
97,0.59595449937674
98,0.9572971343936781
99,0.41847813085402735
100,0.21520556966181306
101,0.578850696008225
102,0.33312040276165117
103,0.2894967856900732
104,0.5075597861470434
105,0.428601152298148
106,0.3783815585826164
107,0.3075367715336979
108,0.5432700116464837
109,0.5770133498244345
110,0.384402396091958
111,0.8764669005378993
112,0.535235995839543
113,0.49685629540400517
114,0.4690869893140581
115,0.5224927141764782
116,0.4055781763360514
117,0.4264100081327483
118,0.34845828185857525
119,0.1553259371327088
120,0.4473743779813439
121,0.46817753328451805
122,0.3938218411001275
123,0.6251531514743014
124,0.2566816901641372
125,0.5969992706259996
126,0.3737436282176503
127,0.379658324511081
128,0.36036512687287736
129,0.4628710236231583
130,0.5451795517507718
131,0.2795270345788328
132,0.4888986307102463
133,0.3487040866712751
134,0.4188881707212829
135,0.7548607424826299
136,0.3189858008219598
137,0.2110416019373857
138,0.6340927117950043
139,0.2900324885963411
140,0.48162777216622293
141,0.4389497392700948
142,0.34765924619384536
143,0.4406906447044547
144,0.3313689319915871
145,0.7844413799520772
146,0.41712580132359905
147,0.4103571046683792
148,0.521121315427455
149,0.4136516941921295
150,0.30718429669925074
151,0.6149978120179335
152,0.5810065996530218
153,0.5826944112704973
154,0.5016483905508636
155,0.3561356934815552
156,0.4940661938329133
157,0.25710530830071215
158,0.2459120508186551
159,0.3937269364069076
160,0.3634341994489023
161,0.3529650504241381
162,0.39658536268546013
163,0.3556114797420835
164,0.551451395996467
165,0.7957417374245834
166,0.2154683280378278
167,0.7595503440563571
168,0.32899176558776083
169,0.5767485116101174
170,0.6203322547600897
171,0.3668163536358995
172,0.7225622837044369
173,0.39757733387693867
174,0.37456987267695796
175,0.4400895655223824
176,0.2691606445439656
177,0.6246631097426635
178,0.3100098436150969
179,0.4249577157903718
180,0.33597357956493296
181,0.6804347675488622
182,0.5790139265806866
183,0.379931160635983
184,0.4486648470288488
185,0.6819759162817042
186,0.6301720377078718
187,0.8071281890309507
188,0.5557645665908173
189,0.5776781224524108
190,0.5028804485886362
191,0.7339594444611693
192,0.5690972020102447
193,0.6120725280565475
194,0.4190322634182676
195,0.4263887191470279
196,0.40869965333043884
197,0.3528932765975936
198,0.3443847970878491
