dataset,GoodReadsDatasets_SWTest/GoodReads_3990_309t
ALPHA,0.1
G_Size,5
Iteration Count,46
worker_id,worker_severity
0,-0.3161473551813675
1,-0.9071513893933405
2,0.1500260223343382
3,0.02007056561263595
4,0.0027023083930070874
5,-0.02114426848679396
6,-0.12383542616344362
7,0.17296783600346882
8,-0.0406111649317786
9,-0.6392672876630509
10,0.12507305776604002
11,-0.14085460422328477
12,0.6632390061575324
13,0.22464183051713102
14,-0.09694983947475673
15,0.3472751461579562
16,-0.010305521886943132
17,-0.034185179413608976
18,0.22099417132558127
19,0.12209751843900482
20,-0.23449447086578692
21,-0.3636399532528912
22,-0.1806872773391268
23,0.6176040688026333
24,-0.6536005285877594
25,0.06065125467400013
26,-0.06610971321554858
27,0.3141638867436387
28,-0.10706672207182788
29,0.37485921265083044
30,-0.08295243089580509
31,-0.6019296932781396
32,0.05265711132845485
33,0.3347781166930013
34,0.10924336991315456
35,-0.02737906967412028
36,-0.5347221602104224
37,-0.36475376975988266
38,0.39786982761379164
39,-0.3835013850637995
40,0.1003945035300221
41,0.26774829901529734
42,-0.04358501617227325
43,-1.4253700161717424
44,-0.8262669294878632
45,-0.23514422277381322
46,0.1356854766626121
47,-0.24837993351557358
48,0.4365164503111154
49,-0.13968069450619497
50,0.31021310382234724
51,-1.0373317018265076
52,0.22025133730257984
53,0.21194742307851838
54,0.8461979101635859
55,-0.18502939344574917
56,0.09806631566591031
57,0.31172837617051014
58,-0.32275461725113047
59,-0.10065505163493631
60,-0.2727454280544421
61,0.5520336026829845
62,0.6126220260572933
63,-1.3479450270138242
64,0.3674077985235838
65,0.6738696109269312
66,-0.3638392361899552
67,0.863659426030984
68,0.5094166005538491
69,0.26526687734450266
70,0.2506151501806108
71,0.044881251655610105
72,-0.04457944998623366
73,0.21596858176920572
74,0.12810458313255188
75,-0.26970229680935287
76,-1.127737852354824
77,-0.47719573832669065
78,0.3484904465751669
79,0.40727613042523575
80,0.49268127765320086
81,-0.30044756203868633
82,0.5857154610275005
83,-1.6518419206546342
84,0.15008700182888082
85,0.5012259744036827
86,-0.2525635662389822
87,0.6373619766651044
88,-0.008422901056948338
89,0.7280770997247701
90,-0.17441531585031272
91,0.4319281650307203
92,-0.22456834294628375
93,0.004653812398606006
94,0.22356068614084013
95,-0.8890513587379603
96,0.5311987664723552
97,0.04422168325483625
98,-1.2044009717716364
99,0.07624111656734234
100,0.4754856106110869
101,-0.28589462347688427
102,-0.27081395619907084
103,0.07045276732404447
104,-0.4790576247316145
105,0.6503483477265171
106,0.7940814286158643
107,0.21044667970226963
108,0.019814732158034844
109,0.07609184694148483
110,0.32228765760683153
111,-0.46163574736767676
112,-0.5787819280805998
113,0.22176429320293467
114,0.1288152252826812
115,-0.6905654038195369
116,-0.6655939665919804
117,-0.1458472893570124
118,0.3384082472970428
119,0.08643345647942394
120,-0.02689496215523283
121,0.2868098028030689
122,-0.4820405299543329
123,-0.46425479902333044
124,0.7428958893361464
125,-0.9921523386923722
126,0.38610505531704453
127,-0.44807925827352313
128,-1.0617960618832671
129,-0.20886088332833316
130,0.016765379358333103
131,0.20626018341269445
132,-0.3115747560232753
133,0.2634747233560035
134,0.08174897614916304
135,0.10949933984150408
136,0.5040955278504169
137,0.250686568033069
138,0.29038318162172094
139,-0.11055306236173756
140,0.15467830213777337
141,-0.24322229956113026
142,0.26728901678174105
143,-0.27620149792219467
144,0.22523436676316685
145,-0.07539669707903378
146,-0.783009895647214
147,0.019081716952552175
148,-0.21466361207498943
149,-0.29462841809656465
150,-0.5809530806503731
151,-1.0194100958279275
152,-0.41319542522943636
153,-0.7279731784163801
154,0.6634985857610002
155,0.1896281317205188
156,0.11585673170096397
157,0.5309950648627036
158,-0.1137928515742769
159,-0.01992378906554267
160,0.2508256061962787
161,-0.3423230869136889
162,-0.011907155252756261
163,0.3695622881448268
164,-0.03587563126343108
165,0.10583659826422062
166,0.8905332848209057
167,-0.06305089805974572
168,-0.6445410090107492
169,-0.023031964023403222
170,-0.815469817439781
171,-0.3583821964851186
172,-0.3529658698703311
173,-0.4102751601413256
174,0.43720343359316577
175,0.40460771109813154
176,0.9430706631284851
177,-1.058494343997319
178,0.13407027992980183
179,-0.5263064630789787
180,0.1155644343345826
181,-1.5481379585070068
182,-0.9335638981968085
183,-0.04768320127286819
184,-0.559027328318699
185,-0.19536272865732687
186,-0.8395093494561974
187,-0.6052273595387988
188,-0.1989399609558705
