worker_id,worker_ability
0,0.15193629919725063
1,0.15532281558092118
2,0.36418636054878684
3,0.29557277636765444
4,0.08090515462459966
5,0.22546934031820456
6,0.14837023371964353
7,0.06475372000603409
8,0.2257816096850937
9,0.3362549905349865
10,0.1716233291648905
11,0.15406750701626815
12,0.16558843473064053
13,0.4742841490766502
14,0.29083275391362123
15,0.20204235866235787
16,0.2964868653581703
17,0.3112285624028509
18,0.1578026043109904
19,0.1110814203843883
20,0.44662642653327755
21,0.2725271806329198
22,0.19124822257911614
23,0.14958840065952678
24,0.13221379516838144
25,0.3214801905090662
26,0.25266441890457986
27,0.511247692521958
28,0.3951739354996926
29,0.5149944497384942
30,0.3251196171012859
31,0.2810387464595345
32,0.16152251451493488
33,0.05763918279172482
34,0.05445170152940009
35,0.18379994359546264
36,0.23653297569884485
37,0.10366725332665036
38,0.2342162495064034
39,0.07750839029734385
40,0.3543246947934601
41,0.10065186635441993
42,0.05287787064275464
43,0.1815548609248104
44,0.14408720565515273
45,0.10126797093636222
46,0.1002052926753415
47,0.06155221615222766
48,0.25376738260423465
49,0.08261821267268041
50,0.05142394979407544
51,0.07063109233486181
52,0.20951977161523525
53,0.13072383124279302
54,0.134899110773321
55,0.5320811961542002
56,0.19873472584724483
57,0.1688656721325092
58,0.15498958619390324
59,0.13692423974943604
60,0.21786147499021297
61,0.15218633314739755
62,0.11158262708509953
63,0.11808412146764179
64,0.33974863319079457
65,0.18169870695798107
66,0.052881041574539975
67,0.054443238206787085
68,0.20463016358425226
69,0.052868803061651815
70,0.1907502097740149
71,0.21095540355474973
72,0.04832807224059338
73,0.0528771422106735
74,0.43744414173740304
75,0.0689125042426555
76,0.3798412281902879
77,0.23559886324390347
78,0.08554124149428531
79,0.088858098106619
80,0.2173083749528777
81,0.13981560400041315
82,0.2736746160500247
83,0.41191746842328447
84,0.47324025124237284
85,0.07229931433581463
86,0.20076165549620342
87,0.06922016469236322
88,0.2870364957487578
89,0.24917111358387503
90,0.18277800962577181
91,0.2038044757889525
92,0.34616090854872456
93,0.26021586495651267
94,0.26858595331352647
95,0.052881528090141024
96,0.11919914592875058
97,0.474255584825021
98,0.11357136670921818
99,0.3743487928966586
100,0.0473118313532057
101,0.07869738296711863
102,0.05287708640583914
103,0.1402709418514978
104,0.060041732449538796
105,0.05286958504584628
106,0.08347157984962901
107,0.10030035902231542
108,0.052448912060694956
109,0.15251018584959805
110,0.3961191420825563
111,0.37315910855045853
112,0.22621095034811425
113,0.30983818117025497
114,0.1454509881834697
115,0.1195789207564499
116,0.08465413963649081
117,0.12407460794538415
118,0.12475423766476035
119,0.12627044758473713
120,0.05615818082361394
121,0.21802445974851312
122,0.08634329706939321
123,0.11331497909411652
124,0.13095331276395997
125,0.15175696471481642
126,0.052876208142323286
127,0.15190373389334288
128,0.29274338535609234
129,0.05132214873818631
130,0.11338129557767072
131,0.29063343634474326
132,0.3177507653537582
133,0.4019771510616208
134,0.052874634335242955
135,0.10534489616247043
136,0.09810150302830886
137,0.1437010975930535
138,0.10240060355395052
139,0.05287623919921965
140,0.060499263166722474
141,0.052881917335110606
142,0.2868040695361307
143,0.17690791412072301
144,0.0739481648706138
145,0.14473514659211928
146,0.20933219940590675
147,0.2057272671201588
148,0.13445067299476696
149,0.30337470330695737
150,0.12053546053092155
151,0.13244841236425053
152,0.14155922385693046
153,0.3567222998986922
154,0.1808327371769562
155,0.1283552019068163
156,0.17879517976336837
157,0.203808422227124
158,0.20305874367146431
