entity,num
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,5
18,3
19,
20,3
21,5
22,5
23,3
24,
25,5
26,4
27,3
28,5
29,3
30,
31,
32,5
33,3
34,
35,
36,
37,5
38,4
39,5
40,2
41,
42,5
43,5
44,5
45,2
46,5
47,
48,3
49,5
50,
51,
52,5
53,4
54,
55,
56,4
57,4
58,
59,5
60,3
61,4
62,
63,
64,3
65,4
66,3
67,
68,4
69,
70,
71,5
72,4
73,3
74,
75,3
76,4
77,4
78,
79,5
80,
81,3
82,
83,3
84,5
85,
86,4
87,
88,5
89,5
90,4
91,4
92,5
93,4
94,4
95,4
96,3
97,3
98,
99,
100,5
101,
102,
103,
104,
105,3
106,
107,
108,4
109,
110,3
111,
112,4
113,
114,4
115,
116,
117,
118,4
119,5
120,4
121,
122,
123,
124,
125,
126,5
127,5
128,
129,
130,3
131,5
132,
133,
134,
135,
136,2
137,
138,4
139,5
140,5
141,4
142,
143,5
144,5
145,5
146,
147,
148,
149,
150,
151,4
152,5
153,
154,
155,4
156,
157,
158,4
159,
160,3
161,
162,5
163,3
164,5
165,
166,
167,5
168,
169,
170,
171,4
172,
173,5
174,4
175,
176,
177,5
178,
179,
180,4
181,
182,
183,
184,
185,
186,
187,
188,4
189,
190,
191,5
192,5
193,4
194,
195,
196,4
197,
198,
199,
200,
201,
