# 节点数  边数   ,0  293298
2325,1483
2325,3527
563,618
563,1231
563,987
563,2466
1713,217
1713,1238
1208,1744
1208,1213
3389,3092
3389,1673
2179,2324
637,1744
637,225
2261,1297
2261,4131
2261,3030
2261,3125
2261,1644
2261,4451
2261,184
2261,4416
2261,1701
2261,830
2261,4259
2261,4205
4211,217
2769,383
2769,828
615,183
18,3277
18,1208
18,628
18,1524
18,4211
18,1924
18,1012
18,2631
18,359
18,3903
18,776
18,2457
18,496
18,1319
18,4059
18,1914
18,923
18,3383
18,754
18,507
18,1767
18,3090
18,913
18,3020
18,1373
18,1672
18,3508
18,991
18,691
18,2324
18,3737
18,2901
18,3098
18,2538
18,3521
18,542
18,2454
18,196
18,587
18,3158
18,2999
18,3377
18,1183
18,3786
18,1736
18,2026
18,3495
18,4047
18,1575
18,904
18,3471
18,1803
18,4219
18,1437
18,1441
18,3641
18,3809
18,3409
18,2384
18,3180
18,1047
18,879
18,1316
18,3753
18,1042
18,3379
18,4526
18,3494
18,2390
18,2204
18,1304
18,3993
18,3373
18,2855
18,2523
18,3710
18,3985
18,4538
18,3477
18,4126
18,707
18,562
18,4534
18,195
18,4455
18,4001
18,460
18,1219
18,1078
18,547
18,2234
18,3982
18,1735
18,4224
18,723
18,901
18,1135
18,791
18,2298
18,3603
18,981
18,556
18,3804
18,4320
18,2942
18,4186
18,2807
18,1547
18,555
18,3208
18,3485
18,2280
18,888
18,1645
18,272
18,2791
18,358
18,2074
18,1222
18,3405
18,654
18,1621
18,4308
18,2006
18,3074
18,1717
18,572
18,73
18,2191
18,4021
18,1550
18,259
18,3322
18,1848
18,4143
18,646
18,352
18,3833
18,1172
18,4290
18,1649
18,11
18,1719
18,1800
18,675
18,3545
18,1324
18,3056
18,3434
18,4278
18,3928
18,1701
18,3422
18,104
18,3619
18,708
18,3859
18,1630
18,3376
18,2212
18,4259
18,3007
18,2266
18,1017
18,887
18,594
18,1564
18,1748
18,1432
18,925
18,402
18,2966
18,77
18,508
18,1522
18,1622
18,341
18,2789
18,3155
18,3622
18,1752
18,4205
18,72
18,540
18,2160
18,3139
18,3340
18,1194
18,3980
18,3123
18,1773
18,947
18,2267
18,3293
18,260
18,1521
18,828
18,1516
18,2206
18,3547
18,4313
18,2984
18,2295
18,471
18,2120
18,1056
18,320
18,3453
18,929
18,4309
18,586
18,2276
18,3282
18,3762
18,2954
18,956
18,3416
18,1501
18,12
18,482
18,3963
18,3284
18,4100
18,444
18,4077
18,2353
18,3681
18,334
18,2986
18,938
18,3262
18,1149
18,610
18,3550
18,4344
18,1584
18,1101
18,541
18,2125
18,3066
18,3270
18,223
18,3764
18,199
18,312
18,4520
18,921
18,2077
18,3798
18,293
1012,383
918,183
918,2493
1832,2426
1832,3
1832,1655
1832,72
1832,1471
1832,1133
1845,2156
1845,402
1845,1752
1359,1319
1359,3641
1359,105
1556,214
1556,274
1556,2060
1556,2789
845,2201
38,3512
38,1319
38,2962
38,923
38,754
38,4093
38,1734
38,3030
38,374
38,3379
38,2981
38,1135
38,1082
38,3776
38,1646
38,3708
38,1717
38,150
38,1000
38,183
38,1194
38,3165
38,947
38,4165
38,217
38,3227
38,1805
38,415
38,3413
3910,3268
3279,3030
3279,3787
3279,1904
3279,4109
3279,3803
3279,4262
3279,2282
3279,4075
359,4173
2554,804
2554,1515
2554,828
263,754
263,542
152,3262
4529,2278
975,2748
3026,880
3026,3856
1473,1879
1473,1363
1063,183
492,656
3358,2962
3358,2263
3358,1739
3358,3377
3358,4095
3358,2385
3358,547
3358,3338
3358,3051
3358,15
3358,3416
3358,954
3358,1758
3358,938
2272,3972
2272,1924
2272,2269
2272,2116
2272,2324
2272,3495
2272,2748
2272,4550
2272,3753
2272,2855
2272,3853
2272,547
2272,3338
2272,3074
2272,3197
2272,4416
2272,2368
2272,4262
2272,3280
2272,1584
2272,3798
1934,2840
1934,208
1934,3262
1154,2438
1154,1963
4130,2631
1451,3330
1167,703
2506,2517
2506,3710
1182,1672
1182,1363
1182,2986
1182,3262
3659,1881
3659,2551
3512,828
3512,3882
3512,2125
1657,3324
1657,1834
1657,238
4342,923
4342,793
4342,3744
4342,4356
4342,0
4342,1830
4342,2423
4342,4160
4342,867
4342,4177
3781,4116
3781,649
3781,2855
3781,3804
3781,2755
3781,4383
3781,3824
3781,1327
3781,3756
3781,2423
3781,947
3781,2125
24,2794
24,1819
24,208
24,183
24,610
3323,828
3323,2551
3323,874
3323,2993
278,343
278,1819
278,67
278,1158
278,3262
2245,754
2245,3
2245,760
1415,4079
1415,1315
1415,189
1415,2713
1415,3618
1415,3197
1415,4196
1415,1555
1415,1323
1415,4312
1415,747
1415,103
1415,4214
1415,947
1415,2062
1415,1692
496,183
496,782
115,2794
115,2135
115,907
115,183
412,2156
412,3056
412,288
4096,3262
45,1135
45,105
45,607
45,828
1954,2762
2962,4093
2962,3377
2962,3641
2962,4424
3152,3180
3152,1304
3152,3453
3653,2179
3653,2794
161,217
4540,3377
291,1562
291,366
872,217
1512,3262
1914,1249
2862,1079
622,536
57,1891
57,235
57,2794
57,2346
57,1497
57,3068
57,2343
57,159
57,1721
57,42
57,29
57,1940
57,760
57,1705
57,183
57,1307
57,1932
57,4160
57,715
57,239
57,513
3304,3719
3668,3294
1141,184
1141,2762
1141,2590
1141,2689
1141,1991
3616,3641
3616,3683
3616,1120
3616,2689
3616,581
1361,4514
2230,2402
754,183
4465,3330
3008,2996
4058,4053
4058,3030
4058,3268
71,383
507,225
2294,359
2294,3133
2294,1593
2294,3662
1406,105
1767,239
3090,359
3090,542
3090,3377
3090,1303
39,118
39,542
39,1340
39,163
39,5
39,1978
39,1095
39,1568
39,3642
39,208
39,617
39,279
39,61
39,341
39,2789
39,183
39,1786
39,471
39,589
39,532
3003,3351
899,3641
899,1822
899,3943
899,403
3712,2506
3172,3238
3172,1285
2690,872
2690,754
2690,3012
2690,202
2690,114
2690,1194
2690,217
2696,3911
2007,2324
2914,3641
2914,3135
2914,402
2914,217
3793,217
1672,1304
2264,913
2264,1304
2264,105
2264,4083
3483,1194
3138,2276
361,383
3183,3495
3183,1307
3183,2125
1315,545
1315,128
3107,1319
3107,4093
3107,4131
3107,3179
3107,97
882,32
882,89
882,56
882,183
1196,183
136,754
136,317
338,3409
2116,4173
66,2631
66,1297
66,690
66,3090
66,2324
66,2417
66,3491
66,162
66,2026
66,489
66,1437
66,4
66,493
66,1042
66,3205
66,2419
66,4443
66,214
66,1022
66,1800
66,500
66,208
66,42
66,29
66,1940
66,1247
66,2693
66,150
66,537
66,2789
66,951
66,183
66,1194
66,828
66,1840
66,2029
66,801
66,3262
66,1149
974,489
118,1319
118,754
118,1767
118,1891
118,489
118,904
118,1734
118,1377
118,3641
118,493
118,898
118,2855
118,2794
118,409
118,544
118,1895
118,163
118,2069
118,791
118,1873
118,2918
118,3218
118,4186
118,3865
118,52
118,2791
118,4443
118,159
118,1717
118,4475
118,319
118,2164
118,1747
118,389
118,675
118,4258
118,107
118,402
118,2060
118,508
118,537
118,67
118,1720
118,183
118,1194
118,3794
118,2038
118,4239
118,82
118,1692
118,471
118,2413
118,233
118,320
118,1200
118,4309
118,581
118,1374
118,2551
