dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_5105w
ALPHA,0.1
G_Size,5
worker_id,worker_ability
0,0.8760721431676614
1,0.5748896718414104
2,0.6288940005935291
3,0.6037994989334308
4,0.7651108172077175
5,0.7466481047723458
6,0.6561854728273369
7,0.5755726902836309
8,0.7348274399609869
9,0.5045202522364907
10,0.46449998482021476
11,0.48691856102293274
12,1.0677843642849991
13,0.2921029111776482
14,0.6564575776112583
15,0.8778328391536352
16,0.7433892793691348
17,0.8012542243446802
18,0.5139626906417311
19,0.49854007431089536
20,0.43545464124214983
21,0.7256537485969384
22,0.7023845033527782
23,0.468544464220938
24,0.3657760720758636
25,0.5671919922929058
26,0.39891119862892044
27,0.4361983894859992
28,0.5332536486396142
29,0.3138288949799051
30,0.49105768228201835
31,0.6310050741936083
32,0.5601110090823784
33,0.8679045932565906
34,0.4138984763263237
35,0.23491899640414526
36,1.2225840620680974
37,0.5126056160591538
38,0.29094671808778244
39,0.8360215085305691
40,0.7160683798198525
41,0.21136522944110533
42,0.6069606630286902
43,0.696248448881742
44,0.7037902413289019
45,0.850960286851082
46,0.6075775752901403
47,0.6353405025964302
48,0.22706615863600726
49,0.4830248648711624
50,0.9832050101619526
51,0.2765748875127442
52,0.5255381235574137
53,0.5721994223093991
54,0.3083437823377987
55,0.8926683447631655
56,0.19249329840353557
57,0.4527296560813465
58,0.6192611790068382
59,0.9551199761468516
60,0.46888883796372693
61,0.4782125907060274
62,0.5243173299914721
63,0.4589494273731465
64,0.6116777688652061
65,0.37592968866125254
66,0.568250618124823
67,0.3430122956644753
68,0.3276260910423583
69,0.6558996637652534
70,0.5634778097716762
71,0.42077500102383475
72,0.4854481354349961
73,0.6082405794394474
74,0.533358991490501
75,0.41640446664802144
76,0.4432207721551342
77,0.4122479303704948
78,0.3082854120045005
79,0.6056636828295829
80,0.5403659954280232
81,0.5311928272733044
82,1.12471078440297
83,0.33606555876702676
84,0.44247050055802395
85,0.3448363680455554
86,0.7242562757140614
87,0.444165719140779
88,0.4041926993595488
89,0.5284908291253456
90,0.41285632695893404
91,0.6399890766893341
92,0.5507022678467509
93,0.5585952834502446
94,0.30654114990415804
95,0.27458708120379755
96,0.5145075992110778
97,0.9396646812079943
98,0.2728712646111979
99,0.5492185293406251
100,0.4264914597569607
101,0.5351750339733077
102,0.5558051359046722
103,0.5235664716631372
104,0.6190079424713734
105,0.1842102972443129
106,0.31015156236695673
107,0.500843077068048
108,0.20692758157070354
109,0.4166257740066297
110,0.3911326221885442
111,0.4089789871543784
112,0.5088409962533184
113,0.18400537902433933
114,0.8633174069311665
115,0.5705510149010596
116,0.16339304476060632
117,0.47345796774317017
118,0.16520024759171617
119,0.3998090832068538
120,0.2208068046210929
121,0.6864178415959589
122,0.5185431263550953
123,0.5815765698831068
124,0.44835173237792336
125,0.441360842062372
126,0.8346233299957855
127,0.16238969093152533
128,0.2802340390030707
129,0.5587545323910846
130,0.44571707253528675
131,0.2875064524207827
132,0.2746141960931782
133,0.49992227739680056
134,0.4576805300256668
135,0.3930323113433538
136,0.6389674027223462
137,0.40193914428469996
138,0.24880322054080933
139,0.16329991206998032
140,0.17597367257738375
141,0.5663943921134946
142,0.7135687437855595
143,0.4119680742943118
144,0.10893741807452528
145,0.16217994580647244
146,0.26385309343741514
147,0.426863948567854
148,0.44994427499345013
149,0.48923257285064276
150,0.44727880604812204
151,0.5428651280084815
152,0.516482886762244
153,0.619726958499033
154,0.7923276514184492
155,0.435584271951825
156,0.44361128019420104
157,0.5921287990824766
158,0.35710325000563153
159,0.618955252090178
160,0.4010237832264715
161,0.6531305272038858
162,0.6169828383267137
163,0.6028321526991234
164,0.3642452188887349
165,0.8365361934476583
166,0.45214501959392334
167,0.43018980388778705
168,0.3533282138753523
169,0.7784248621133372
170,0.30349941819785065
171,0.43030324531707725
172,0.5947024229096226
173,0.3435386531145221
174,0.4400124100713799
175,0.555625457262948
176,0.6127577674265849
177,0.3104056176696991
178,0.41415291644140995
179,0.37382747051283693
180,0.23650831494321478
181,0.43858804693125525
182,0.3044444148328253
183,0.4477951543463543
184,0.3337133148151766
185,0.6477682125309651
186,0.5106096163281186
187,0.8796154653914329
188,0.481233041658049
189,0.30621630370336805
190,0.3579754294086544
191,0.5896267210703904
192,0.9306342928116889
193,0.32559111178074124
194,0.5994681325733141
195,0.351115840495259
196,0.2550384492635297
197,0.4727285026484033
198,0.7556620116739986
