dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_5105w
ALPHA,0.1
G_Size,5
k_value,phi_k
0.0,0.0
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0
0.8,0.0
0.9,0.0
1.0,0.0
1.1,0.0
1.2,0.0
1.3,0.0
1.4,0.0
1.5,0.0
1.6,0.0
1.7,0.0
1.8,0.0
1.9,0.0
2.0,0.0
2.1,0.0
2.2,0.0
2.3,0.0
2.4,0.0
2.5,0.0
2.6,0.0
2.7,0.0
2.8,0.0
2.9,0.0
3.0,0.0
3.1,0.003718345330200579
3.2,0.013637600240925762
3.3,0.030692851523953228
3.4,0.0037355465849394846
3.5,0.0
3.6,0.05590952530964108
3.7,0.09397364420421803
3.8,0.08913885890968383
3.9,0.1529327079355451
4.0,0.0854381418378074
4.1,0.19969652235446414
4.2,0.1620582183964866
4.3,0.004934614315139083
4.4,0.008917680458416394
4.5,0.06874001451475122
4.6,0.007119816997000702
4.7,0.01935591108682306
4.8,0.0
4.9,0.0
5.0,0.0
