dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_5105w
ALPHA,0.1
G_Size,5
task_id,prediction_label
3,3.657476469038148
0,3.6998832854111225
7,3.619077190340686
14,3.7981954718902435
20,4.178236813926173
21,4.222234038445952
298,4.088935764213116
297,3.773856087283901
25,4.097697467208758
294,4.037656209450427
293,4.123911031876249
40,4.210556847697953
41,3.9226510485070105
44,3.8616391178651175
272,3.6980996535064232
270,3.8140796251986133
60,4.4967650871435705
66,4.19158242452112
70,4.0432148214075045
100,3.690984045067144
199,4.499550613687588
194,4.083957578938616
300,4.112953205566204
62,3.716987737198331
67,3.6908566884362726
254,3.672367859806745
244,4.196364129569088
234,3.640060773011325
93,3.2408737479535987
105,4.039707399251491
158,4.699999948478434
154,4.699865360344772
5,4.16696188141871
6,4.059645793801835
42,3.28838074227915
45,4.171242690732107
46,4.1183975549365766
73,3.8914020917542453
74,3.6622095553461276
152,4.199981291373339
4,3.8002535592551463
308,3.9424249120711585
9,3.7583320019847224
11,3.8910168476968097
12,3.6700734494422105
15,3.941084772849968
304,3.898112185526766
301,4.11410807010082
295,4.485270020494953
28,4.499947138653459
32,4.069686120211884
33,3.7008937489071894
37,4.09989085666322
38,3.903084216609094
39,4.099341936818243
43,3.8387781372036103
49,3.603931385408926
50,4.037258183487317
51,4.196444856566837
54,4.197638918889926
271,3.2010283925466565
269,3.8999910807298437
56,3.9006243032558414
268,3.842243323555653
58,3.882337541084248
59,3.9123722674502175
264,3.6168899061224713
61,4.116671296748699
263,3.7821122539036094
262,3.800920779387037
63,3.8539646643056367
64,3.6553543379906888
65,3.7969204141923654
261,3.905521425222218
260,4.0926208158921185
258,3.8957710973479442
257,4.1006649382769975
256,3.244047806366371
75,3.900000054923707
251,3.9174796938932204
249,3.898883044040918
246,3.198190427659061
240,4.502462115920297
239,3.68265895629176
238,4.497729543533676
85,3.305456842107726
88,3.9828217982119782
89,4.211852582549747
91,3.6797128466026905
92,4.092907675802866
94,3.663686708306952
95,4.18660295753168
212,4.090799284393991
211,4.101075698658393
112,3.295395903315774
193,4.0
8,3.6935078795252783
16,3.6892193026040063
17,3.8236063384343137
18,3.8148809277459317
19,3.297121682415282
299,3.9145507684810665
24,4.1970614078337745
30,4.157611124145625
71,3.893344902192023
242,3.7092604069763215
236,4.0043349516391356
96,3.7834437001393493
97,3.612624916116595
98,3.6908019601476827
101,3.699326929824312
102,4.063187221252164
103,3.9000000000026045
106,3.894866276171445
107,3.7571692000442565
108,4.0
109,3.617478602919919
114,3.900132718882841
115,3.90509754041682
302,4.07265972770749
252,4.1269533204658435
233,3.9998796820043854
86,4.114594931646464
231,4.187610593241692
90,3.6234746521760455
245,4.488878849696301
34,4.100000904640355
36,3.9000276564593497
78,3.801900517137143
113,4.16107820843705
306,4.171698377807434
307,4.200624068919514
13,4.10023169593703
305,4.202459923028937
303,4.487435492015175
26,4.489853404830334
232,3.6324382387045637
222,4.199948836763502
217,4.199989409312443
134,4.099999999991813
138,4.501000633631114
140,4.099999999999999
142,4.499932055285511
170,4.099999999705068
143,3.803992664985704
167,3.90000000007428
166,4.1000000004295085
165,4.099998764944606
163,4.4998512611212655
160,4.499948263683947
159,4.0
156,3.300527267266408
157,4.40345097069237
296,3.94897960286657
83,3.618776951714946
290,3.9
277,4.095747875235009
237,4.0
110,3.3000765686091955
57,4.098111009388379
275,4.104695464625777
69,3.911794919503666
235,3.91166063299919
202,3.9
1,3.2992698473260385
53,3.8021537465018294
2,4.498382415070567
31,4.087190855278429
243,4.197291056165416
119,4.19967518177169
192,4.199505599014929
29,4.099991883603619
283,4.001615228168927
280,4.0
267,3.2986465213411225
266,4.078706246440129
76,3.900000010438709
250,3.901813002699092
248,4.129867355742951
82,3.6015789359841164
198,4.099999999999092
178,3.9
27,4.19642617703443
169,4.099280604428469
77,3.1984079902583655
135,4.099964800798561
153,3.602050039703818
10,4.078143342225832
48,3.9525263210603327
35,4.126335690966704
23,4.500802954727487
99,4.1
52,3.9233775394917876
72,4.199584159837698
79,3.601214075452272
117,4.199975579196387
145,4.0
116,3.698327671984538
120,3.7017189603907688
191,4.695743692934207
133,3.700319209395593
181,4.1
255,4.1961367164543
55,3.900073890282831
172,3.299998666235445
161,4.499884007189837
265,4.199909229381655
68,4.499585653500707
118,3.9000241675156158
111,4.0
180,3.9037241917600047
253,3.8001854331858214
247,3.899161549945616
87,3.899994032840798
287,4.199999824119905
221,3.9
