worker_id,task_id,label
0,0,5
0,197,4
0,135,3
0,14,5
1,0,5
1,1,5
1,158,5
1,156,4
1,109,5
1,131,5
1,127,5
1,11,5
1,67,5
1,56,5
1,44,5
2,0,5
2,100,5
2,73,5
2,63,4
2,56,5
3,200,4
3,0,5
3,2,5
3,148,4
3,127,4
3,10,5
3,12,4
3,68,4
3,66,4
3,63,4
4,0,4
4,46,5
5,0,4
5,2,5
5,11,4
5,14,3
6,0,5
6,105,5
6,28,5
7,0,5
7,201,4
7,96,5
7,135,3
7,10,5
7,39,5
8,0,5
8,1,4
8,6,5
8,87,5
8,158,4
8,95,3
8,148,4
8,142,5
8,140,5
8,134,4
8,126,5
8,123,5
8,11,4
8,74,3
8,69,5
8,68,4
8,24,5
8,26,4
9,0,5
9,87,5
9,83,4
10,0,5
10,3,4
10,168,5
10,157,3
10,131,5
10,11,5
10,132,5
10,71,5
10,70,4
10,65,5
10,63,5
10,43,5
10,42,4
10,41,5
11,0,5
11,156,5
11,145,5
11,56,5
12,197,5
12,1,5
12,184,5
12,6,5
12,178,5
12,177,5
12,8,5
12,9,4
12,89,5
12,90,5
12,159,4
12,96,5
12,155,5
12,153,4
12,150,5
12,102,5
12,142,3
12,141,3
12,135,5
12,118,2
12,120,3
12,12,4
12,14,4
12,67,4
12,66,4
12,63,5
12,21,4
12,54,4
12,25,4
12,28,5
12,48,4
12,42,4
13,1,5
13,8,5
14,1,5
14,73,5
14,72,4
15,1,5
15,171,5
15,100,5
15,102,5
15,135,4
15,74,4
15,58,4
15,54,5
15,29,4
15,37,5
15,35,5
16,1,5
16,187,4
16,6,5
16,172,3
16,169,4
16,161,5
16,158,5
16,94,5
16,156,4
16,148,4
16,109,4
16,81,5
16,47,3
16,30,4
17,1,5
18,1,5
18,2,5
18,135,4
18,115,3
18,12,5
18,27,5
18,46,5
19,1,5
19,11,5
20,1,4
20,89,5
21,1,5
21,187,4
21,8,4
21,149,4
21,12,3
21,37,4
22,201,4
22,197,5
22,192,5
22,2,3
22,174,5
22,165,4
22,150,3
22,102,5
22,135,4
22,126,5
22,114,4
22,81,5
22,21,5
22,22,4
22,37,5
23,2,5
23,187,5
23,5,5
23,176,4
23,85,5
23,161,4
23,94,5
23,156,5
23,96,5
23,148,4
23,109,5
23,123,5
23,9,5
23,25,5
23,26,5
23,30,4
23,45,5
24,2,5
24,153,5
24,127,4
25,2,5
25,8,4
25,69,3
25,58,4
26,2,4
26,133,5
26,16,5
27,201,4
27,200,4
27,197,4
27,193,4
27,2,4
27,3,4
27,5,4
27,6,5
27,183,4
27,180,4
27,7,4
27,177,4
27,8,4
27,174,4
27,173,4
27,170,3
27,87,5
27,88,4
27,89,4
27,91,4
27,163,4
27,93,4
27,94,4
27,96,5
27,97,4
27,98,4
27,153,4
27,152,4
27,150,4
27,100,4
27,145,4
27,104,4
27,138,4
27,135,4
27,131,4
27,129,4
27,113,4
27,124,3
27,119,4
27,10,4
27,11,4
27,83,4
27,81,4
27,80,5
27,12,4
27,79,4
27,13,4
27,14,4
27,76,4
27,15,4
27,73,4
27,70,4
27,69,4
27,18,4
27,66,4
27,19,4
27,65,4
27,63,4
27,61,4
27,60,4
27,58,4
27,22,5
27,56,4
27,55,4
27,54,4
27,53,4
27,52,4
27,25,4
27,49,4
27,29,2
27,46,4
27,43,4
27,42,4
27,41,4
27,40,4
27,39,4
27,37,4
27,33,4
27,34,4
28,197,4
28,2,5
28,3,5
28,188,3
28,5,4
28,185,4
28,181,4
28,179,3
28,7,5
28,8,5
28,173,5
28,169,4
28,89,4
28,90,5
28,91,5
28,163,4
28,159,4
28,158,5
28,157,4
28,93,5
28,150,5
28,147,4
28,103,4
28,144,3
28,143,4
28,134,4
28,132,4
28,131,5
28,126,4
28,124,4
28,119,4
28,10,4
28,120,4
28,11,3
28,79,4
28,73,3
28,72,4
28,71,5
28,67,4
28,18,4
28,65,3
28,62,5
28,61,3
28,60,5
28,59,4
28,57,3
28,23,4
28,54,4
28,53,4
28,48,4
28,28,4
28,47,5
28,44,4
28,31,4
28,41,3
28,38,5
28,32,5
29,2,2
30,2,5
30,72,5
31,192,4
31,191,4
31,3,5
31,180,5
31,6,5
31,87,5
31,92,5
31,98,5
31,150,4
31,148,4
31,138,5
31,11,5
31,13,5
31,72,4
31,63,5
31,61,5
31,55,5
31,44,4
31,42,5
31,41,4
31,35,5
32,200,4
32,193,4
32,3,3
32,170,5
32,87,5
32,88,5
32,91,4
32,158,5
32,153,5
32,135,4
32,119,4
32,10,4
32,11,5
32,69,5
32,58,4
32,54,5
32,33,4
33,3,3
33,29,5
34,3,5
34,4,5
34,174,5
34,91,5
34,97,5
34,153,5
34,139,4
34,129,4
34,56,5
35,3,5
35,151,5
35,107,5
35,53,5
35,51,5
35,26,4
36,3,4
36,90,5
36,44,5
37,195,5
37,3,5
37,81,5
37,15,5
37,23,4
37,42,5
38,3,5
38,10,4
39,197,5
39,196,3
39,189,3
39,3,5
39,8,5
39,176,5
39,175,5
39,173,5
39,168,5
39,91,5
39,95,5
39,154,5
39,153,2
39,149,5
39,148,5
39,147,4
39,103,5
39,137,5
39,135,5
39,108,4
39,133,5
39,109,5
39,128,5
39,112,5
39,114,4
39,125,4
39,124,5
39,116,5
39,123,5
39,117,5
39,9,4
39,120,4
39,84,4
39,83,5
39,11,5
39,76,4
39,16,4
39,69,4
