dataset,GoodReadsDatasets_RedundancyCut/GoodReads_309t_4527w
ALPHA,0.1
G_Size,5
worker_id,worker_severity
0,-0.2778098912552363
1,-0.08191141513231685
2,-0.25210779237735376
3,0.041285209256655735
4,0.3970432343557914
5,-0.2098007719521258
6,0.10241024544644792
7,0.18554460201432027
8,0.3965076059970627
9,-0.3280033760683591
10,0.5582762680236885
11,-0.43791356166304585
12,-0.36355982018708216
13,0.3835558647909018
14,0.024274107905606735
15,-0.6637205845799898
16,-0.49015553419533664
17,-0.08448599711136483
18,0.10425916605938233
19,0.387819790384976
20,0.30980148894961473
21,0.050133354494114823
22,0.04215524521939012
23,0.43192668455059097
24,0.7396593334070063
25,0.30936566199626825
26,-0.483689580888787
27,0.4538767434361097
28,-0.4524310970785803
29,0.20044007949061945
30,0.540198509061508
31,-0.15945599506279434
32,-0.06971069575658954
33,0.06541463636869785
34,-0.0017377282105584806
35,0.3742051714563474
36,-1.0984433147335888
37,0.19472790677139243
38,0.2238399602414728
39,-0.14914047905739186
40,0.0359981107137445
41,0.0013528325772616254
42,0.08961257930887236
43,0.12181598774673814
44,-0.8570128203955834
45,-0.596222508094387
46,-0.07856159823010471
47,-0.07903117320521481
48,-0.0799379831062497
49,0.364688864597563
50,0.3097257984187726
51,-0.5008742314249272
52,-0.17539453453011772
53,-0.19360076880410718
54,0.40863435045085145
55,0.548824144728201
56,0.07747476047352411
57,-0.4545646267733016
58,0.11474280101882475
59,-0.12600494157421657
60,-0.13559322623209363
61,-0.5699227360292473
62,0.018249283583080075
63,0.2059258854535543
64,-0.6712907791952414
65,-0.20076077214065333
66,0.26667322769757273
67,-0.05801241497004393
68,0.043994641543613835
69,0.05658719287063406
70,0.2255986493057136
71,0.8857586607869335
72,0.5984645612037801
73,-0.2142410351377723
74,0.07455616070010582
75,-0.5100848480404436
76,0.8700132988130954
77,-0.8517007520565236
78,-0.5167690349754525
79,-0.11818436898940335
80,0.2657717492262177
81,-0.23284110385522
82,0.009840826464794162
83,0.5107898258387671
84,-0.398253789478708
85,-0.397721240734
86,0.48484750067546917
87,-0.3155061197112846
88,0.0410658618401751
89,-0.32039035422527573
90,0.04078513413170677
91,0.18649882549711472
92,-0.008044032362661836
93,-0.4660647489244338
94,-0.18889471672618238
95,0.5000179094388703
96,0.29454408636909113
97,-0.23605826464727106
98,0.15653277135875862
99,0.05168575135609879
100,-0.740497394682993
101,-0.9354274265667664
102,0.48228931353510773
103,0.430866773759346
104,-0.3904791732890046
105,-1.5054771724602811
106,0.7970705317407871
107,0.20857548787224026
108,-0.03939099312526539
109,0.4079924812118901
110,0.638407380687976
111,0.4737881196642867
112,0.7135054202262738
113,-0.25454490909106625
114,0.1699808823805454
115,0.3484336901373385
116,-0.14037509968791342
117,-0.20292946825921296
118,0.5110466354408317
119,-0.10841779312494788
120,-1.404715474455981
121,0.6283248114577842
122,0.28758271778662364
123,-0.9443955872056422
124,0.08172730612718185
125,-0.6504832129354317
126,-0.6700797358943
127,0.5264193950318694
128,0.671624183447584
129,0.797070531740787
130,-0.0366611515148273
131,-0.40452416844103434
132,0.3121221992719288
133,-0.05111807109835229
134,0.5472808123112081
135,-0.21592457716147712
136,0.044990867072811955
137,-0.4718645380418393
138,-0.9238822246218545
139,-0.2527012690956016
140,0.3866624238494883
141,-0.7241137175851703
142,-1.3329100456007077
143,-0.3187371343854775
144,0.18620125009051725
145,0.15579052607892946
146,-0.10485810901499011
147,0.4714047504433808
148,0.051105362875986965
149,0.23823062955045965
150,-0.011911092740764238
151,0.7215146511107439
152,0.2339502478096405
153,-0.22686083758720102
154,-0.12599548641572064
155,0.22461986180223945
156,-0.06614741322357488
157,-0.1650834014585211
158,-0.3089470022269371
159,0.3898114710303856
160,0.5676955613642692
161,-0.9470109460420789
162,-0.31823203683538975
163,-0.44014873287689615
164,-1.0216664840818437
165,0.02211800113709545
166,0.370758532246247
167,-0.5595576927137942
168,0.12860423768160692
169,-1.8797088101974648
170,-0.6449746181873447
171,1.0298298746691883
172,0.8110695372696538
173,-0.5384881589488996
174,0.027002714837498585
175,-0.22847069934199907
176,0.802206429723094
177,0.41530420657127115
178,0.2356317298399564
179,0.29481478465792804
180,-0.28669850661835394
181,-0.8251091239309621
182,0.14577739895001215
183,-0.25596864105162953
184,-0.5665767203929556
185,-0.35841126120952604
186,0.20788550813915305
187,0.967723460070089
188,-1.064937739746813
189,1.7180426213785163
190,0.2953012046395743
